,Lambda,estimand,side,estimate,sterr_if,sterr_boot,bootmean,quantiles50,quantiles90,quantiles95
4,1.463,ATE,upper,0.16062579737162114,0.013097630072709749,,,,,
5,1.463,ATE,lower,-0.10093273785231865,0.011876338056720549,,,,,
6,1.463,ATT,upper,0.1422994261846935,0.011406511052361798,,,,,
7,1.463,ATT,lower,-0.12880871123473558,0.0167206339580629,,,,,
8,1.463,ATC,upper,0.08378795444843283,0.010081875273349762,,,,,
9,1.463,ATC,lower,-0.17189721237366282,0.015233729966699184,,,,,
0,1.464,1,upper,0.44105353806294156,0.011683375041621981,,,,,
1,1.464,1,lower,0.2824636505544922,0.008074407896485891,,,,,
2,1.464,0,upper,0.3836229889012227,0.009453625027782601,,,,,
3,1.464,0,lower,0.28018542215735953,0.00680713923060412,,,,,
4,1.464,ATE,upper,0.1608681159055821,0.013100455511535927,,,,,
5,1.464,ATE,lower,-0.10115933834673055,0.011877008162089175,,,,,
6,1.464,ATT,upper,0.1424618149851388,0.011404544070654565,,,,,
7,1.464,ATT,lower,-0.1291565207639709,0.01672997610054733,,,,,
8,1.464,ATC,upper,0.08394000677836867,0.010078667722144977,,,,,
9,1.464,ATC,lower,-0.17218869073246132,0.015240571769803087,,,,,
0,1.465,1,upper,0.4412339462650259,0.011687496250204956,,,,,
1,1.465,1,lower,0.2823696312507225,0.008071624586135145,,,,,
2,1.465,0,upper,0.3837554415623997,0.009457287865346775,,,,,
3,1.465,0,lower,0.28012366575516207,0.006805736570788671,,,,,
4,1.465,ATE,upper,0.16111028050986384,0.013103284077860287,,,,,
5,1.465,ATE,lower,-0.1013858103116773,0.011877682830373801,,,,,
6,1.465,ATT,upper,0.14262398209438895,0.01140258121146427,,,,,
7,1.465,ATT,lower,-0.12950433029320638,0.016739321826765814,,,,,
8,1.465,ATC,upper,0.08409185152833193,0.010075465975919198,,,,,
9,1.465,ATC,lower,-0.17248005683748902,0.015247416169418888,,,,,
0,1.466,1,upper,0.44141428510400216,0.011691619061144421,,,,,
1,1.466,1,lower,0.2822757402133972,0.008068845396563771,,,,,
2,1.466,0,upper,0.3838878942235768,0.009460951199208634,,,,,
3,1.466,0,lower,0.28006199360453654,0.006804336113475812,,,,,
4,1.466,ATE,upper,0.16135229149946556,0.013106115765634304,,,,,
5,1.466,ATE,lower,-0.10161215401017958,0.011878362052717494,,,,,
6,1.466,ATT,upper,0.14278592796610945,0.011400622464155885,,,,,
7,1.466,ATT,lower,-0.12985213982244168,0.016748671127071624,,,,,
8,1.466,ATC,upper,0.08424348912311103,0.01007227002123315,,,,,
9,1.466,ATC,lower,-0.17277131091846015,0.01525426315894862,,,,,
0,1.467,1,upper,0.44159455472171716,0.011695743471094,,,,,
1,1.467,1,lower,0.2821819771802127,0.00806607031901706,,,,,
2,1.467,0,upper,0.3840203468847538,0.009464615028791905,,,,,
3,1.467,0,lower,0.2800004055331893,0.00680293785374897,,,,,
4,1.467,ATE,upper,0.16159414918852788,0.013108950568825377,,,,,
5,1.467,ATE,lower,-0.10183836970454105,0.011879045820286996,,,,,
6,1.467,ATT,upper,0.14294765305272877,0.011398667818127319,,,,,
7,1.467,ATT,lower,-0.13019994935167714,0.01675802399184972,,,,,
8,1.467,ATC,upper,0.08439491998633625,0.010069079844685866,,,,,
9,1.467,ATC,lower,-0.1730624532044629,0.015261112731816691,,,,,
0,1.468,1,upper,0.4417747552596313,0.011699869476716614,,,,,
1,1.468,1,lower,0.2820883418895803,0.008063299344764562,,,,,
2,1.468,0,upper,0.3841527995459308,0.009468279353521106,,,,,
3,1.468,0,lower,0.27993890136929617,0.0068015417867057105,,,,,
4,1.468,ATE,upper,0.16183585389033517,0.01311178848141678,,,,,
5,1.468,ATE,lower,-0.10206445765635039,0.011879734124272642,,,,,
6,1.468,ATT,upper,0.1431091578054425,0.011396717262809306,,,,,
7,1.468,ATT,lower,-0.13054775888091244,0.016767380411516583,,,,,
8,1.468,ATC,upper,0.08454614454048348,0.010065895432914576,,,,,
9,1.468,ATC,lower,-0.17335348392396102,0.015267964881469778,,,,,
0,1.469,1,upper,0.4419548868588199,0.011703997074684456,,,,,
1,1.469,1,lower,0.28199483408062337,0.008060532465100002,,,,,
2,1.469,0,upper,0.3842852522071078,0.009471944172821585,,,,,
3,1.469,0,lower,0.2798774809415009,0.006800147907457694,,,,,
4,1.469,ATE,upper,0.16207740591731892,0.01311462949740762,,,,,
5,1.469,ATE,lower,-0.1022904181264844,0.011880426955888285,,,,,
6,1.469,ATT,upper,0.14327044267421807,0.011394770787665277,,,,,
7,1.469,ATT,lower,-0.13089556841014788,0.01677674037652013,,,,,
8,1.469,ATC,upper,0.08469716320687835,0.010062716772594554,,,,,
9,1.469,ATC,lower,-0.17364440330479633,0.015274819601376756,,,,,
0,1.47,1,upper,0.4421349496599739,0.011708126261678943,,,,,
1,1.47,1,lower,0.2819014534931752,0.008057769671341197,,,,,
2,1.47,0,upper,0.3844177048682847,0.009475609486119497,,,,,
3,1.47,0,lower,0.2798161440789136,0.006798756211130631,,,,,
4,1.47,ATE,upper,0.16231880558106035,0.013117473610812763,,,,,
5,1.47,ATE,lower,-0.10251625137510953,0.011881124306371199,,,,,
6,1.47,ATT,upper,0.14343150810779795,0.011392828382191255,,,,,
7,1.47,ATT,lower,-0.13124337793938323,0.016786103877339562,,,,,
8,1.47,ATC,upper,0.08484797640569988,0.010059543850439001,,,,,
9,1.47,ATC,lower,-0.17393521157419048,0.015281676885028586,,,,,
0,1.471,1,upper,0.44231536293686924,0.011712253100984537,,,,,
1,1.471,1,lower,0.28180819986777655,0.008055010954829975,,,,,
2,1.471,0,upper,0.38455015752946176,0.009479275292841803,,,,,
3,1.471,0,lower,0.27975489061110875,0.006797366692864224,,,,,
4,1.471,ATE,upper,0.1625604723257605,0.01312031748249092,,,,,
5,1.471,ATE,lower,-0.10274195766168519,0.01188182616698202,,,,,
6,1.471,ATT,upper,0.14359235455370473,0.011390890035915719,,,,,
7,1.471,ATT,lower,-0.13159118746861864,0.01679547090448528,,,,,
8,1.471,ATC,upper,0.0849985845559846,0.010056376653198912,,,,,
9,1.471,ATC,lower,-0.1742265858752311,0.015288536911102914,,,,,
0,1.472,1,upper,0.4424952891670374,0.011716385454995244,,,,,
1,1.472,1,lower,0.2817150729456734,0.00805225630693209,,,,,
2,1.472,0,upper,0.3846826101906387,0.009482941592416277,,,,,
3,1.472,0,lower,0.27969372036812445,0.0067959793478121235,,,,,
4,1.472,ATE,upper,0.16280156879891297,0.013123167770277453,,,,,
5,1.472,ATE,lower,-0.1029675372449654,0.011882532529004656,,,,,
6,1.472,ATT,upper,0.14375298245824472,0.011388955738399506,,,,,
7,1.472,ATT,lower,-0.13193899699785402,0.016804841448498756,,,,,
8,1.472,ATC,upper,0.08514898807563032,0.010053215167662952,,,,,
9,1.472,ATC,lower,-0.17451717357729077,0.015295399313372432,,,,,
0,1.473,1,upper,0.4426751470181339,0.011720519388147159,,,,,
1,1.473,1,lower,0.28162207246881404,0.008049505719037146,,,,,
2,1.473,0,upper,0.38481506285181577,0.009486608384271499,,,,,
3,1.473,0,lower,0.2796326331804598,0.0067945941711418795,,,,,
4,1.473,ATE,upper,0.16304251383767415,0.013126021137628958,,,,,
5,1.473,ATE,lower,-0.10319299038300178,0.011883243383746201,,,,,
6,1.473,ATT,upper,0.14391339226651248,0.011387025479235677,,,,,
7,1.473,ATT,lower,-0.13228680652708943,0.016814215499952417,,,,,
8,1.473,ATC,upper,0.08529918738140013,0.010050059380657313,,,,,
9,1.473,ATC,lower,-0.17480765084455024,0.01530226426000003,,,,,
0,1.474,1,upper,0.44285493662932923,0.01172465489715828,,,,,
1,1.474,1,lower,0.28152919817984723,0.008046759182558512,,,,,
2,1.474,0,upper,0.3849475155129927,0.009490275667836858,,,,,
3,1.474,0,lower,0.27957162887907416,0.006793211158034892,,,,,
4,1.474,ATE,upper,0.16328330775025496,0.013128877578622836,,,,,
5,1.474,ATE,lower,-0.1034183173331455,0.011883958722536865,,,,,
6,1.474,ATT,upper,0.1440735844223945,0.011385099248049414,,,,,
7,1.474,ATT,lower,-0.1326346160563248,0.016823593049449505,,,,,
8,1.474,ATC,upper,0.08544918288892596,0.010046909279045606,,,,,
9,1.474,ATC,lower,-0.17509801790177487,0.015309131744564058,,,,,
0,1.475,1,upper,0.44303465813941617,0.01172879197875567,,,,,
1,1.475,1,lower,0.28143644982211974,0.00804401668893323,,,,,
2,1.475,0,upper,0.38507996817416984,0.009493943442542542,,,,,
3,1.475,0,lower,0.2795107072953854,0.006791830303686359,,,,,
4,1.475,ATE,upper,0.16352395084403082,0.013131737087351983,,,,,
5,1.475,ATE,lower,-0.10364351835204998,0.011884678536729901,,,,,
6,1.475,ATT,upper,0.14423355936857366,0.011383177034497895,,,,,
7,1.475,ATT,lower,-0.1329824255855602,0.01683297408762402,,,,,
8,1.475,ATC,upper,0.08559897501271282,0.01004376484972871,,,,,
9,1.475,ATC,lower,-0.17538827497312076,0.015316001760664546,,,,,
0,1.476,1,upper,0.4432143116868119,0.01173293062967545,,,,,
1,1.476,1,lower,0.2813438271396737,0.008041278229621963,,,,,
2,1.476,0,upper,0.3852124208353468,0.009497611707819553,,,,,
3,1.476,0,lower,0.279449868261268,0.006790451603305234,,,,,
4,1.476,ATE,upper,0.16376444342554394,0.013134599657924755,,,,,
5,1.476,ATE,lower,-0.10386859369567296,0.011885402817701507,,,,,
6,1.476,ATT,upper,0.14439331754653306,0.01138125882827018,,,,,
7,1.476,ATT,lower,-0.13333023511479553,0.016842358605140537,,,,,
8,1.476,ATC,upper,0.0857485641661422,0.010040626079644668,,,,,
9,1.476,ATC,lower,-0.17567842228213637,0.01532287430192307,,,,,
0,1.477,1,upper,0.44339389740955837,0.011737070846662739,,,,,
1,1.477,1,lower,0.2812513298772446,0.00803854379610888,,,,,
2,1.477,0,upper,0.3853448734965237,0.009501280463099686,,,,,
3,1.477,0,lower,0.2793891116090519,0.006789075052114177,,,,,
4,1.477,ATE,upper,0.16400478580050648,0.013137465284464916,,,,,
5,1.477,ATE,lower,-0.1040935436192791,0.011886131556850765,,,,,
6,1.477,ATT,upper,0.14455285939656018,0.011379344619087097,,,,,
7,1.477,ATT,lower,-0.13367804464403094,0.01685174659269416,,,,,
8,1.477,ATC,upper,0.08589795076147624,0.01003749295576854,,,,,
9,1.477,ATC,lower,-0.17596846005176492,0.015329749361982706,,,,,
0,1.478,1,upper,0.44357341544532397,0.01174121262647166,,,,,
1,1.478,1,lower,0.28115895778025857,0.008035813379901604,,,,,
2,1.478,0,upper,0.3854773261577007,0.009504949707815543,,,,,
3,1.478,0,lower,0.2793284371715208,0.006787700645349497,,,,,
4,1.478,ATE,upper,0.16424497827380313,0.013140333961111573,,,,,
5,1.478,ATE,lower,-0.10431836837744217,0.011886864745599558,,,,,
6,1.478,ATT,upper,0.14471218535775102,0.011377434396701133,,,,,
7,1.478,ATT,lower,-0.13402585417326626,0.01686113804101033,,,,,
8,1.478,ATC,upper,0.08604713520986125,0.010034365465112296,,,,,
9,1.478,ATC,lower,-0.17625838850434603,0.015336626934507906,,,,,
0,1.479,1,upper,0.44376657500795746,0.011738221120510154,,,,,
1,1.479,1,lower,0.28106671059483024,0.008033086972531113,,,,,
2,1.479,0,upper,0.3856097788188777,0.009508619441400527,,,,,
3,1.479,0,lower,0.2792678447819106,0.00678632837826112,,,,,
4,1.479,ATE,upper,0.16449873022604683,0.013137099896187205,,,,,
5,1.479,ATE,lower,-0.10454306822404746,0.011887602375392495,,,,,
6,1.479,ATT,upper,0.14487129586801395,0.011375528150896307,,,,,
7,1.479,ATT,lower,-0.13437366370250173,0.016870532940844795,,,,,
8,1.479,ATC,upper,0.08619611792133158,0.010031243594724674,,,,,
9,1.479,ATC,lower,-0.1765703485414351,0.01533493699017241,,,,,
0,1.48,1,upper,0.4439458566919424,0.011742353948029784,,,,,
1,1.48,1,lower,0.2809745880677606,0.008030364565551671,,,,,
2,1.48,0,upper,0.3857422314800547,0.009512289663288832,,,,,
3,1.48,0,lower,0.27920733427390804,0.006784958246112529,,,,,
4,1.48,ATE,upper,0.1647385224180344,0.013139963500842917,,,,,
5,1.48,ATE,lower,-0.10476764341229407,0.01188834443769682,,,,,
6,1.48,ATT,upper,0.14503019136407383,0.01137362587148807,,,,,
7,1.48,ATT,lower,-0.13472147323173705,0.016879931282983433,,,,,
8,1.48,ATC,upper,0.08634489930481348,0.010028127331691065,,,,,
9,1.48,ATC,lower,-0.1768598952769051,0.015341804661333733,,,,,
0,1.481,1,upper,0.4441250707339523,0.011746488336633365,,,,,
1,1.481,1,lower,0.2808825899465345,0.00802764615054075,,,,,
2,1.481,0,upper,0.38587468414123166,0.00951596037291546,,,,,
3,1.481,0,lower,0.2791469054816489,0.006783590244180722,,,,,
4,1.481,ATE,upper,0.16497816525230344,0.013142830143068706,,,,,
5,1.481,ATE,lower,-0.10499209419469722,0.011889090924002362,,,,,
6,1.481,ATT,upper,0.14518887228147603,0.01137172754832318,,,,,
7,1.481,ATT,lower,-0.13506928276097246,0.016889333058242174,,,,,
8,1.481,ATC,upper,0.08649347976812863,0.010025016663133384,,,,,
9,1.481,ATC,lower,-0.17714933276801367,0.015348674833500144,,,,,
0,1.482,1,upper,0.444304217270914,0.011750624283094696,,,,,
1,1.482,1,lower,0.2807907159793181,0.008024931719098936,,,,,
2,1.482,0,upper,0.38600713680240867,0.0095196315697162,,,,,
3,1.482,0,lower,0.2790865582397167,0.006782224367756164,,,,,
4,1.482,ATE,upper,0.16521765903119728,0.01314569981705733,,,,,
5,1.482,ATE,lower,-0.1052164208230906,0.011889841825821429,,,,,
6,1.482,ATT,upper,0.1453473390545901,0.011369833171279603,,,,,
7,1.482,ATT,lower,-0.13541709229020782,0.01689873825746687,,,,,
8,1.482,ATC,upper,0.08664185971799795,0.010021911576209944,,,,,
9,1.482,ATC,lower,-0.17743866123590304,0.01535554750040192,,,,,
0,1.483,1,upper,0.44448329643938533,0.011754761784196453,,,,,
1,1.483,1,lower,0.28069896591495697,0.008022221262849875,,,,,
2,1.483,0,upper,0.3861395894635857,0.009523303253127644,,,,,
3,1.483,0,lower,0.2790262923831411,0.00678086061214274,,,,,
4,1.483,ATE,upper,0.1654570040562443,0.013148572517016661,,,,,
5,1.483,ATE,lower,-0.10544062354862872,0.011890597134688752,,,,,
6,1.483,ATT,upper,0.1455055921166144,0.011367942730266381,,,,,
7,1.483,ATT,lower,-0.13576490181944323,0.01690814687153321,,,,,
8,1.483,ATC,upper,0.08679003956004555,0.010018812058115341,,,,,
9,1.483,ATC,lower,-0.1777278809011194,0.015362422655790395,,,,,
0,1.484,1,upper,0.4445337506161474,0.01174333952357458,,,,,
1,1.484,1,lower,0.28060733950297373,0.008019514773440173,,,,,
2,1.484,0,upper,0.3862720421247627,0.009526975422587174,,,,,
3,1.484,0,lower,0.27896610774739644,0.006779498972657708,,,,,
4,1.484,ATE,upper,0.16556764286875095,0.01313771761409044,,,,,
5,1.484,ATE,lower,-0.10566470262178894,0.0118913568421614,,,,,
6,1.484,ATT,upper,0.14566363189957937,0.011366056215223547,,,,,
7,1.484,ATT,lower,-0.13611271134867858,0.016917558891346555,,,,,
8,1.484,ATC,upper,0.08693801969880191,0.010015718096080319,,,,,
9,1.484,ATC,lower,-0.1778093663147298,0.015347062848292384,,,,,
0,1.485,1,upper,0.4447121841539409,0.011747451101009243,,,,,
1,1.485,1,lower,0.2805158364935656,0.008016812242539329,,,,,
2,1.485,0,upper,0.38640449478593974,0.009530648077532967,,,,,
3,1.485,0,lower,0.2789060041684003,0.00677813944463165,,,,,
4,1.485,ATE,upper,0.16580617998554065,0.01314056878637686,,,,,
5,1.485,ATE,lower,-0.10588865829237416,0.01189212093981871,,,,,
6,1.485,ATT,upper,0.1458214588343518,0.011364173616121982,,,,,
7,1.485,ATT,lower,-0.13646052087791405,0.016926974307841895,,,,,
8,1.485,ATC,upper,0.08708580053770812,0.010012629677371657,,,,,
9,1.485,ATC,lower,-0.1780975432618562,0.015353899730538667,,,,,
0,1.486,1,upper,0.4448905500489231,0.011751564231607418,,,,,
1,1.486,1,lower,0.2804244566376021,0.008014113661839658,,,,,
2,1.486,0,upper,0.3865369474471167,0.009534321217403986,,,,,
3,1.486,0,lower,0.27884598148251183,0.006776782023408438,,,,,
4,1.486,ATE,upper,0.16604456856641128,0.013143422969674676,,,,,
5,1.486,ATE,lower,-0.10611249080951461,0.011892889419262205,,,,,
6,1.486,ATT,upper,0.14597907335063864,0.011362294922963334,,,,,
7,1.486,ATT,lower,-0.13680833040714935,0.016936393111983687,,,,,
8,1.486,ATC,upper,0.08723338247911912,0.010009546789292046,,,,,
9,1.486,ATC,lower,-0.1783856109632706,0.015360739088816492,,,,,
0,1.487,1,upper,0.4450688484375623,0.011755678912167139,,,,,
1,1.487,1,lower,0.2803331996866231,0.008011419023056203,,,,,
2,1.487,0,upper,0.38666940010829376,0.009537994841639991,,,,,
3,1.487,0,lower,0.2787860395265304,0.006775426704345166,,,,,
4,1.487,ATE,upper,0.1662828089110319,0.013146280158247545,,,,,
5,1.487,ATE,lower,-0.10633620042167063,0.011893662272115529,,,,,
6,1.487,ATT,upper,0.14613647587699102,0.011360420125779884,,,,,
7,1.487,ATT,lower,-0.13715613993638479,0.016945815294765774,,,,,
8,1.487,ATC,upper,0.0873807659243077,0.010006469419179957,,,,,
9,1.487,ATC,lower,-0.17867356963937464,0.015367580916940637,,,,,
0,1.488,1,upper,0.4452470794559599,0.011759795139495221,,,,,
1,1.488,1,lower,0.2802420653928363,0.008008728317926673,,,,,
2,1.488,0,upper,0.38680185276947066,0.009541668949681528,,,,,
3,1.488,0,lower,0.278726178137694,0.006774073482812123,,,,,
4,1.488,ATE,upper,0.16652090131826583,0.01314914034637399,,,,,
5,1.488,ATE,lower,-0.10655978737663444,0.011894439490024354,,,,,
6,1.488,ATT,upper,0.14629366684080802,0.011358549214634457,,,,,
7,1.488,ATT,lower,-0.13750394946562014,0.01695524084721127,,,,,
8,1.488,ATC,upper,0.08752795127346781,0.010003397554409533,,,,,
9,1.488,ATC,lower,-0.17896141950997743,0.015374425208746538,,,,,
0,1.489,1,upper,0.4454320494764862,0.011756582934795085,,,,,
1,1.489,1,lower,0.2801510535091149,0.008006041538211356,,,,,
2,1.489,0,upper,0.3869343054306478,0.009545343540969928,,,,,
3,1.489,0,lower,0.2786663971536782,0.006772722354192737,,,,,
4,1.489,ATE,upper,0.16676565232280796,0.013145573513916098,,,,,
5,1.489,ATE,lower,-0.10678325192153278,0.011895221064656332,,,,,
6,1.489,ATT,upper,0.14645064666834048,0.011356682179620292,,,,,
7,1.489,ATT,lower,-0.13785175899485552,0.016964669760372437,,,,,
8,1.489,ATC,upper,0.08767493892571836,0.010000331182390465,,,,,
9,1.489,ATC,lower,-0.17926015312521773,0.015371037016949913,,,,,
0,1.49,1,upper,0.4456041336029326,0.011753985576273926,,,,,
1,1.49,1,lower,0.2800601637889959,0.00800335867569305,,,,,
2,1.49,0,upper,0.38706675809182467,0.009549018614947315,,,,,
3,1.49,0,lower,0.27860669641259395,0.006771373313883534,,,,,
4,1.49,ATE,upper,0.16699743719033866,0.013142759183984415,,,,,
5,1.49,ATE,lower,-0.10700659430282872,0.011896006987700996,,,,,
6,1.49,ATT,upper,0.14660741578469502,0.01135481901086095,,,,,
7,1.49,ATT,lower,-0.1381995685240909,0.016974102025330593,,,,,
8,1.49,ATC,upper,0.08782172927910677,0.009997270290567864,,,,,
9,1.49,ATC,lower,-0.17953807553163006,0.015369937047407595,,,,,
0,1.491,1,upper,0.44578192431008057,0.011758081391435103,,,,,
1,1.491,1,lower,0.27996939598667725,0.00800067972217698,,,,,
2,1.491,0,upper,0.3871992107530017,0.009552694171056593,,,,,
3,1.491,0,lower,0.27854707575298665,0.0067700263572940955,,,,,
4,1.491,ATE,upper,0.16723484855709397,0.013145605358339193,,,,,
5,1.491,ATE,lower,-0.10722981476632444,0.011896797250869706,,,,,
6,1.491,ATT,upper,0.14676397461383783,0.011352959698510192,,,,,
7,1.491,ATT,lower,-0.13854737805332634,0.016983537633196,,,,,
8,1.491,ATC,upper,0.08796832273061277,0.009994214866422145,,,,,
9,1.491,ATC,lower,-0.17982521428282516,0.015376754083653006,,,,,
0,1.492,1,upper,0.44595964753079453,0.011762178748998701,,,,,
1,1.492,1,lower,0.27987874985701583,0.007998004669490721,,,,,
2,1.492,0,upper,0.3873316634141787,0.00955637020874145,,,,,
3,1.492,0,lower,0.27848753501383455,0.006768681479847002,,,,,
4,1.492,ATE,upper,0.16747211251696006,0.013148454513741012,,,,,
5,1.492,ATE,lower,-0.10745291355716281,0.011897591845895556,,,,,
6,1.492,ATT,upper,0.1469203235785984,0.011351104232751881,,,,,
7,1.492,ATT,lower,-0.13889518758256164,0.016992976575107743,,,,,
8,1.492,ATC,upper,0.08811471967615156,0.00999116489746892,,,,,
9,1.492,ATC,lower,-0.18011224404086365,0.015383573560661338,,,,,
0,1.493,1,upper,0.44613730340068036,0.011766277645790784,,,,,
1,1.493,1,lower,0.27978822515552537,0.007995333509484132,,,,,
2,1.493,0,upper,0.38746411607535564,0.009560046727446361,,,,,
3,1.493,0,lower,0.2784280740345474,0.006767338676977799,,,,,
4,1.493,ATE,upper,0.16770922936613294,0.013151306644530427,,,,,
5,1.493,ATE,lower,-0.10767589091983026,0.01189839076453332,,,,,
6,1.493,ATT,upper,0.14707646310067346,0.011349252603799872,,,,,
7,1.493,ATT,lower,-0.13924299711179708,0.017002418842233656,,,,,
8,1.493,ATC,upper,0.08826092051057782,0.00998812037125886,,,,,
9,1.493,ATC,lower,-0.18039916502475406,0.015390395472347232,,,,,
0,1.494,1,upper,0.44632909349102495,0.011762900745301138,,,,,
1,1.494,1,lower,0.27969782163837437,0.007992666234029281,,,,,
2,1.494,0,upper,0.38759656873653264,0.009563723726616576,,,,,
3,1.494,0,lower,0.2783686926549647,0.0067659979441349475,,,,,
4,1.494,ATE,upper,0.16796040083606018,0.013147730412034462,,,,,
5,1.494,ATE,lower,-0.10789874709815832,0.011899193998559366,,,,,
6,1.494,ATT,upper,0.14723239360063056,0.011347404801897899,,,,,
7,1.494,ATT,lower,-0.13959080664103243,0.017011864425770174,,,,,
8,1.494,ATC,upper,0.08840692562768886,0.009985081275377589,,,,,
9,1.494,ATC,lower,-0.18070891331203268,0.01538819093167884,,,,,
0,1.495,1,upper,0.44650650874156744,0.011766990466539238,,,,,
1,1.495,1,lower,0.27960753906238334,0.007990002835020354,,,,,
2,1.495,0,upper,0.38772902139770965,0.009567401205698135,,,,,
3,1.495,0,lower,0.2783093907153548,0.00676465927677978,,,,,
4,1.495,ATE,upper,0.16819711802621262,0.013150577089403695,,,,,
5,1.495,ATE,lower,-0.10812148233532634,0.011900001539771587,,,,,
6,1.495,ATT,upper,0.14738811549791217,0.011345560817319472,,,,,
7,1.495,ATT,lower,-0.13993861617026784,0.01702131331694226,,,,,
8,1.495,ATC,upper,0.08855273542022854,0.00998204759744556,,,,,
9,1.495,ATC,lower,-0.18099544568653594,0.015395002473977163,,,,,
0,1.496,1,upper,0.44668385668112504,0.011771081725364731,,,,,
1,1.496,1,lower,0.2795173771850234,0.007987343304373595,,,,,
2,1.496,0,upper,0.3878614740588867,0.009571079164137847,,,,,
3,1.496,0,lower,0.2782501680564128,0.006763322670386455,,,,,
4,1.496,ATE,upper,0.16843368862471228,0.013153426730185559,,,,,
5,1.496,ATE,lower,-0.10834409687386332,0.011900813379989335,,,,,
6,1.496,ATT,upper,0.14754362921083916,0.011343720640367776,,,,,
7,1.496,ATT,lower,-0.14028642569950323,0.017030765507003283,,,,,
8,1.496,ATC,upper,0.08869835027989051,0.009979019325117943,,,,,
9,1.496,ATC,lower,-0.1812818693512397,0.015401816440126923,,,,,
0,1.497,1,upper,0.4468611374445895,0.011775174518622762,,,,,
1,1.497,1,lower,0.2794273357644133,0.007984687634027234,,,,,
2,1.497,0,upper,0.38799392672006366,0.009574757601383306,,,,,
3,1.497,0,lower,0.27819102451925964,0.006761988120441918,,,,,
4,1.497,ATE,upper,0.16867011292532993,0.013156279328771774,,,,,
5,1.497,ATE,lower,-0.10856659095565037,0.011901629511053335,,,,,
6,1.497,ATT,upper,0.14769893515661459,0.011341884261375551,,,,,
7,1.497,ATT,lower,-0.14063423522873864,0.017040220987234907,,,,,
8,1.497,ATC,upper,0.08884377059732182,0.009975996446084507,,,,,
9,1.497,ATC,lower,-0.18156818452399914,0.015408632824105288,,,,,
0,1.498,1,upper,0.44703835116649243,0.011779268843167087,,,,,
1,1.498,1,lower,0.27933741455931815,0.007982035815941403,,,,,
2,1.498,0,upper,0.38812637938124067,0.009578436516882876,,,,,
3,1.498,0,lower,0.2781319599454404,0.006760655622445847,,,,,
4,1.498,ATE,upper,0.16890639122105208,0.013159134879568506,,,,,
5,1.498,ATE,lower,-0.10878896482192253,0.011902449924825633,,,,,
6,1.498,ATT,upper,0.14785403375132755,0.01134005167070501,,,,,
7,1.498,ATT,lower,-0.14098204475797393,0.017049679748947003,,,,,
8,1.498,ATC,upper,0.08898899676212634,0.009972978948069498,,,,,
9,1.498,ATC,lower,-0.18185439142208792,0.01541545161990946,,,,,
0,1.499,1,upper,0.44721549798100646,0.01178336469586004,,,,,
1,1.499,1,lower,0.2792476133291464,0.007979387842098066,,,,,
2,1.499,0,upper,0.3882588320424177,0.009582115910085709,,,,,
3,1.499,0,lower,0.27807297417692317,0.006759325171910615,,,,,
4,1.499,ATE,upper,0.1691425238040833,0.013161993376996315,,,,,
5,1.499,ATE,lower,-0.10901121871327132,0.011903274613189508,,,,,
6,1.499,ATT,upper,0.1480089254099568,0.011338222858747702,,,,,
7,1.499,ATT,lower,-0.1413298542872094,0.017059141783477547,,,,,
8,1.499,ATC,upper,0.08913402916286839,0.009969966818831529,,,,,
9,1.499,ATC,lower,-0.18214049026219992,0.015422272821556634,,,,,
0,1.5,1,upper,0.4474442226538119,0.011772903997128194,,,,,
1,1.5,1,lower,0.27915793183394816,0.007976743704500947,,,,,
2,1.5,0,upper,0.38839128470359463,0.009585795780441712,,,,,
3,1.5,0,lower,0.27801406705609727,0.006757996764361254,,,,,
4,1.5,ATE,upper,0.16943015559771468,0.013152074518120616,,,,,
5,1.5,ATE,lower,-0.10923335286964651,0.011904103568049402,,,,,
6,1.5,ATT,upper,0.1481636105463746,0.011336397815924437,,,,,
7,1.5,ATT,lower,-0.14167766381644475,0.017068607082192478,,,,,
8,1.5,ATC,upper,0.08927886818707617,0.009966960046163464,,,,,
9,1.5,ATC,lower,-0.1825098893043119,0.015408825936725403,,,,,
0,1.51,1,upper,0.4492432572593717,0.011788175625456624,,,,,
1,1.51,1,lower,0.27826764997102016,0.007950511578304162,,,,,
2,1.51,0,upper,0.38971581131536465,0.009622620606959571,,,,,
3,1.51,0,lower,0.27742928709505094,0.006744824077554673,,,,,
4,1.51,ATE,upper,0.17181397016432073,0.013159320043523194,,,,,
5,1.51,ATE,lower,-0.11144816134434447,0.011912626007901649,,,,,
6,1.51,ATT,upper,0.14969919345690605,0.011318352603346871,,,,,
7,1.51,ATT,lower,-0.14515575910879858,0.017163437719800872,,,,,
8,1.51,ATC,upper,0.09071670724195983,0.009937184269516782,,,,,
9,1.51,ATC,lower,-0.18541539858701675,0.015448373426642192,,,,,
0,1.52,1,upper,0.4509540269983727,0.011793946032111782,,,,,
1,1.52,1,lower,0.27738908234313064,0.007924654439618492,,,,,
2,1.52,0,upper,0.39104033792713455,0.009659492549407388,,,,,
3,1.52,0,lower,0.2768522016071763,0.006731850859139971,,,,,
4,1.52,ATE,upper,0.17410182539119645,0.013157392724138713,,,,,
5,1.52,ATE,lower,-0.11365125558400388,0.011921566346726779,,,,,
